Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilArea_filled
Elwood,50 John St,2,h,1410000,S,Chisholm,27/05/2017,7.2,3184,2,1,1.0,249,1930.0,Port Phillip,-3.787.964,1.449.856,Southern Metropolitan,8989.0,Port Phillip
Elwood,2/25 Kingsley St,2,u,660000,S,Chisholm,27/05/2017,7.2,3184,2,1,1.0,0,1970.0,Port Phillip,-3.788.945,14.499.015,Southern Metropolitan,8989.0,Port Phillip
Elwood,2/481 St Kilda St,3,t,1360000,S,hockingstuart,27/05/2017,7.2,3184,3,2,2.0,797,1997.0,Port Phillip,-378.867,14.499.141,Southern Metropolitan,8989.0,Port Phillip
Epping,12 Cabot Dr,3,h,500000,S,Harcourts,27/05/2017,19.6,3076,3,2,2.0,553,1975.0,Whittlesea,-3.764.463,14.504.155,Northern Metropolitan,10926.0,Whittlesea
Epping,7 Cavalier Ct,3,h,573000,S,Love,27/05/2017,19.6,3076,3,2,2.0,637,1990.0,Whittlesea,-3.764.097,14.505.757,Northern Metropolitan,10926.0,Whittlesea
Epping,2/12 Chettam St,3,u,380500,SP,Iconek,27/05/2017,19.6,3076,3,2,1.0,156,2013.0,Whittlesea,-376.349,14.504.041.999.999.900,Northern Metropolitan,10926.0,Whittlesea
Epping,18 Grimwade Ct,3,h,528000,S,Ray,27/05/2017,19.6,3076,3,2,1.0,525,1970.0,Whittlesea,-376.507,14.504.681.000.000.000,Northern Metropolitan,10926.0,Whittlesea
Epping,53 Hayston Bvd,3,h,465000,S,Harcourts,27/05/2017,19.6,3076,3,2,1.0,606,2005.0,Whittlesea,-3.762.858,14.503.735,Northern Metropolitan,10926.0,Whittlesea
Epping,13 Orlit Ct,4,h,545000,PI,Barry,27/05/2017,19.6,3076,4,2,2.0,635,1985.0,Whittlesea,-3.764.051,14.505.743,Northern Metropolitan,10926.0,Whittlesea
Epping,14A Supply Dr,2,h,452500,S,Barry,27/05/2017,19.6,3076,2,1,1.0,279,1970.0,Whittlesea,-3.765.791,14.502.643,Northern Metropolitan,10926.0,Whittlesea
Essendon,1/7 Mary St,3,t,830000,VB,Nelson,27/05/2017,7.5,3040,3,2,1.0,176,2011.0,Moonee Valley,-3.774.936,14.489.668.999.999.900,Western Metropolitan,9264.0,Moonee Valley
Essendon,1B Ogilvie St,3,h,886000,S,Nelson,27/05/2017,7.5,3040,3,2,1.0,173,2007.0,Moonee Valley,-3.775.382.000.000.000,14.489.167,Western Metropolitan,9264.0,Moonee Valley
Essendon,4/18 Shaftesbury St,1,u,280000,S,Frank,27/05/2017,7.5,3040,1,1,1.0,28,1970.0,Moonee Valley,-3.775.209,14.492.255,Western Metropolitan,9264.0,Moonee Valley
Essendon,1/10 Winifred St,3,h,850000,PI,Purplebricks,27/05/2017,7.5,3040,3,2,2.0,204,1970.0,Moonee Valley,-3.774.487,14.491.194,Western Metropolitan,9264.0,Moonee Valley
Essendon North,5/8 Keam St,2,u,445000,PI,Barry,27/05/2017,8.2,3041,2,1,1.0,92,1970.0,Moonee Valley,-377.388,14.489.983.999.999.900,Western Metropolitan,1308.0,Moonee Valley
Essendon West,36 Ruby St,3,h,1050000,VB,Barry,27/05/2017,7.5,3040,3,3,1.0,846,1940.0,Moonee Valley,-3.775.228,14.488.429,Western Metropolitan,588.0,Moonee Valley
Fawkner,165 Jukes Rd,3,h,805000,S,hockingstuart,27/05/2017,13.1,3060,3,2,2.0,572,1970.0,Moreland,-3.770.145,14.496.200.000.000.000,Northern Metropolitan,5070.0,Moreland
Fawkner,13A Queens Pde,3,t,577000,S,Brad,27/05/2017,13.1,3060,3,1,1.0,164,2003.0,Moreland,-3.771.976,14.497.121,Northern Metropolitan,5070.0,Moreland
Ferntree Gully,4/4 Austin St,3,t,670000,S,Philip,27/05/2017,23.4,3156,3,2,2.0,239,1970.0,Knox,-37.886,14.528.646,Eastern Metropolitan,10788.0,Knox
Ferntree Gully,24a Helen Rd,2,u,617000,S,Schroeder,27/05/2017,23.4,3156,2,2,1.0,306,2011.0,Knox,-3.787.275,14.526.325,Eastern Metropolitan,10788.0,Knox
Fitzroy North,74 Best St,2,h,1321000,S,Woodards,27/05/2017,3.6,3068,2,1,1.0,167,1970.0,Yarra,-3.778.219,14.498.371,Northern Metropolitan,6244.0,Yarra
Fitzroy North,710 Brunswick St,2,h,960000,S,Nelson,27/05/2017,3.6,3068,2,1,0.0,121,1970.0,Yarra,-3.778.534.000.000.000,14.498.125,Northern Metropolitan,6244.0,Yarra
Fitzroy North,10/51 Delbridge St,1,u,495000,S,Jellis,27/05/2017,3.6,3068,1,1,1.0,0,1970.0,Yarra,-3.778.737,14.498.735,Northern Metropolitan,6244.0,Yarra
Flemington,8 John St,2,h,990000,S,Nelson,27/05/2017,3.4,3031,2,1,1.0,180,1900.0,Moonee Valley,-377.839,14.492.727,Northern Metropolitan,3593.0,Moonee Valley
Footscray,7 Batman St,3,h,1100000,S,Burnham,27/05/2017,5.1,3011,3,1,0.0,390,1970.0,Maribyrnong,-3.779.977,14.488.887,Western Metropolitan,7570.0,Maribyrnong
Footscray,6/6 Rosamond Rd,2,t,455000,S,Biggin,27/05/2017,5.1,3011,2,1,1.0,43,2010.0,Maribyrnong,-3.778.822,14.488.361,Western Metropolitan,7570.0,Maribyrnong
Forest Hill,33/305 Canterbury Rd,2,h,680000,SP,Fletchers,27/05/2017,15.4,3131,2,1,1.0,189,2001.0,Whitehorse,-3.783.283,14.517.533,Eastern Metropolitan,4385.0,Whitehorse
Frankston,81 Dalpura Cct,3,h,491000,S,Community,27/05/2017,23.4,3199,3,1,2.0,602,1970.0,Frankston,-3.813.759,14.517.054,South-Eastern Metropolitan,17055.0,Frankston
Frankston,2 Lytham Ct,3,h,566000,S,Purplebricks,27/05/2017,23.4,3199,3,1,1.0,623,1970.0,Frankston,-3.813.669,14.514.049,South-Eastern Metropolitan,17055.0,Frankston
Frankston,59 Summit Rd,3,h,740000,S,Harcourts,27/05/2017,23.4,3199,3,1,1.0,650,1970.0,Frankston,-3.815.882,14.512.913.999.999.900,South-Eastern Metropolitan,17055.0,Frankston
Frankston South,641 Nepean Hwy,4,h,1400000,SP,U,27/05/2017,23.4,3199,4,3,2.0,1334,1890.0,Frankston,-3.816.121,14.510.381,South-Eastern Metropolitan,7566.0,Frankston
Gladstone Park,91 Carrick Dr,3,h,755000,S,Jason,27/05/2017,12.9,3043,3,1,1.0,935,1975.0,Hume,-3.769.744,14.489.073,Western Metropolitan,3285.0,Hume
Gladstone Park,10 Taunton Pl,4,h,635000,S,YPA,27/05/2017,12.9,3043,4,2,2.0,634,1980.0,Hume,-3.768.368,14.488.976,Western Metropolitan,3285.0,Hume
Glen Iris,2/37 Aintree Rd,2,u,762000,S,Jellis,27/05/2017,7.3,3146,2,1,1.0,730,1875.0,Stonnington,-3.785.563,14.504.369,Southern Metropolitan,10412.0,Stonnington
Glen Iris,11/46 Edgar St,2,u,501000,S,hockingstuart,27/05/2017,7.3,3146,2,1,1.0,0,1970.0,Stonnington,-3.785.285,14.504.608.000.000.000,Southern Metropolitan,10412.0,Stonnington
Glen Iris,1 Estella St,4,h,2255000,S,Marshall,27/05/2017,7.3,3146,4,3,3.0,1064,1970.0,Boroondara,-3.786.224,14.506.406,Southern Metropolitan,10412.0,Boroondara
Glen Iris,1/25 Gardiner Pde,3,t,1501000,S,hockingstuart,27/05/2017,7.3,3146,3,2,2.0,313,1995.0,Boroondara,-3.785.385,14.506.473,Southern Metropolitan,10412.0,Boroondara
Glen Iris,42 Martin Rd,3,h,1500000,S,J,27/05/2017,7.3,3146,3,2,2.0,409,1970.0,Boroondara,-3.784.965,14.505.903.999.999.900,Southern Metropolitan,10412.0,Boroondara
Glen Iris,68 Martin Rd,3,h,1440000,S,Abercromby's,27/05/2017,7.3,3146,3,2,2.0,0,1970.0,Boroondara,-3.785.139,14.505.835,Southern Metropolitan,10412.0,Boroondara
Glen Iris,1a Pascoe St,3,u,1330000,S,Fletchers,27/05/2017,7.3,3146,3,2,2.0,296,1970.0,Boroondara,-3.785.948,14.508.571,Southern Metropolitan,10412.0,Boroondara
Glen Waverley,37 Brentwood Dr,4,h,1130000,S,Ray,27/05/2017,16.7,3150,4,2,2.0,690,1970.0,Monash,-3.790.004,14.517.205,Eastern Metropolitan,15321.0,Monash
Glen Waverley,11 Buller Dr,4,h,1331000,S,McGrath,27/05/2017,16.7,3150,4,2,2.0,762,1970.0,Monash,-3.786.584.000.000.000,14.516.502,Eastern Metropolitan,15321.0,Monash
Glen Waverley,19 Norfolk St,4,h,1100000,S,Harcourts,27/05/2017,16.7,3150,4,2,2.0,726,1961.0,Monash,-3.789.814.000.000.000,14.514.457,Eastern Metropolitan,15321.0,Monash
Glen Waverley,1/14 Utah Rd,3,u,1135000,S,McGrath,27/05/2017,16.7,3150,3,2,2.0,328,1980.0,Monash,-3.786.931,14.515.081,Eastern Metropolitan,15321.0,Monash
Glenroy,73 Augustine Tce,4,h,651000,PI,Eview,27/05/2017,11.2,3046,4,1,2.0,587,1970.0,Moreland,-3.769.897,14.490.998.000.000.000,Northern Metropolitan,8870.0,Moreland
Glenroy,1 Dromana St,3,h,865000,S,Brad,27/05/2017,11.2,3046,3,1,1.0,746,1960.0,Moreland,-3.771.051,14.490.925,Northern Metropolitan,8870.0,Moreland
Glenroy,7/56 Golf Links Rd,1,u,362500,SP,Brad,27/05/2017,11.2,3046,1,1,1.0,124,1980.0,Moreland,-3.770.917,14.492.291,Northern Metropolitan,8870.0,Moreland
Glenroy,8 Kalang Rd,3,h,922000,S,Eview,27/05/2017,11.2,3046,3,1,1.0,584,1960.0,Moreland,-3.771.016,1.449.215,Northern Metropolitan,8870.0,Moreland
Glenroy,7 Mitchell Ct,2,h,650000,S,Ray,27/05/2017,11.2,3046,2,1,2.0,650,1970.0,Moreland,-3.769.712,14.491.949,Northern Metropolitan,8870.0,Moreland
Glenroy,53 William St,3,h,815000,S,Barry,27/05/2017,11.2,3046,3,1,1.0,641,1970.0,Moreland,-3.770.757,14.490.782,Northern Metropolitan,8870.0,Moreland
Greensborough,5 Glenice St,3,h,740000,S,Darren,27/05/2017,16.1,3088,3,1,3.0,580,1962.0,Banyule,-3.771.536,14.510.205,Northern Metropolitan,8524.0,Banyule
Greenvale,65 Clare Bvd,4,h,730000,S,YPA,27/05/2017,20.4,3059,4,2,1.0,633,2004.0,Hume,-3.763.958,14.490.267,Northern Metropolitan,4864.0,Hume
Greenvale,69 Greenvale Dr,3,h,770000,S,RW,27/05/2017,20.4,3059,3,2,2.0,711,1985.0,Hume,-3.764.297,14.488.796.000.000.000,Northern Metropolitan,4864.0,Hume
Greenvale,12 Taormina St,3,h,550000,VB,Barry,27/05/2017,20.4,3059,3,2,2.0,392,2013.0,Hume,-3.762.458,14.488.546.000.000.000,Northern Metropolitan,4864.0,Hume
Hampton,68 Littlewood St,4,h,2255000,S,Marshall,27/05/2017,13.8,3188,4,2,2.0,630,1970.0,Bayside,-3.793.571,14.500.964,Southern Metropolitan,5454.0,Bayside
Hampton,53 Teddington Rd,2,h,1695000,S,Hodges,27/05/2017,13.8,3188,2,1,2.0,765,1970.0,Bayside,-3.793.594,1.450.195,Southern Metropolitan,5454.0,Bayside
Hampton,28 The Avenue,4,h,2255000,SP,Hodges,27/05/2017,13.8,3188,4,2,2.0,726,1925.0,Bayside,-3.793.167,14.500.134,Southern Metropolitan,5454.0,Bayside
Hampton Park,14 Tatterson St,3,h,561000,S,Harcourts,27/05/2017,23.4,3976,3,2,3.0,646,1970.0,Casey,-3.803.378,1.452.621,South-Eastern Metropolitan,8256.0,Casey
Hawthorn,3/199 Auburn Rd,2,u,525000,SP,Marshall,27/05/2017,5.3,3122,2,1,1.0,279,1970.0,Boroondara,-3.782.676,14.504.443.999.999.900,Southern Metropolitan,11308.0,Boroondara
Hawthorn,328 Barkers Rd,4,h,2255000,PI,RT,27/05/2017,5.3,3122,4,2,2.0,750,1910.0,Boroondara,-3.781.557,14.504.281,Southern Metropolitan,11308.0,Boroondara
Hawthorn,36 Bell St,3,h,1870000,PI,Marshall,27/05/2017,5.3,3122,3,1,1.0,271,1970.0,Boroondara,-3.781.816,14.503.938,Southern Metropolitan,11308.0,Boroondara
Hawthorn,3 Churchill Gr,3,h,2255000,S,Marshall,27/05/2017,5.3,3122,3,2,2.0,273,1900.0,Boroondara,-3.781.625,14.503.789,Southern Metropolitan,11308.0,Boroondara
Hawthorn,56 Denham St,3,h,1955000,S,Jellis,27/05/2017,5.3,3122,3,1,2.0,261,1890.0,Boroondara,-3.781.965,14.502.366.999.999.900,Southern Metropolitan,11308.0,Boroondara
Hawthorn,10 Edward St,3,h,1702000,SP,Marshall,27/05/2017,5.3,3122,3,1,2.0,290,1900.0,Boroondara,-3.781.767,14.504.041,Southern Metropolitan,11308.0,Boroondara
Hawthorn,204/36 Lynch St,2,u,500000,VB,Gary,27/05/2017,5.3,3122,2,2,1.0,0,1970.0,Boroondara,-378.213,14.502.913,Southern Metropolitan,11308.0,Boroondara
Hawthorn,16 Marian St,4,h,2255000,S,Marshall,27/05/2017,5.3,3122,4,2,2.0,446,2002.0,Boroondara,-3.782.785,14.503.816,Southern Metropolitan,11308.0,Boroondara
Hawthorn,29 Oak St,4,h,2255000,S,Jellis,27/05/2017,5.3,3122,4,2,1.0,595,1970.0,Boroondara,-3.781.396,14.501.899,Southern Metropolitan,11308.0,Boroondara
Hawthorn,1/125 Riversdale Rd,2,u,697000,S,Marshall,27/05/2017,5.3,3122,2,1,1.0,0,1970.0,Boroondara,-3.782.887,14.503.676.000.000.000,Southern Metropolitan,11308.0,Boroondara
Hawthorn East,8/772 Burwood Rd,2,u,802500,S,Jellis,27/05/2017,6.2,3123,2,1,2.0,966,1970.0,Boroondara,-3.782.524,14.505.568,Southern Metropolitan,6482.0,Boroondara
Hawthorn East,6/20 Denmark Hill Rd,1,u,441000,S,Jellis,27/05/2017,6.2,3123,1,1,0.0,0,1960.0,Boroondara,-378.327,14.505.428,Southern Metropolitan,6482.0,Boroondara
Hawthorn East,5/305 Riversdale Rd,2,u,500000,S,hockingstuart,27/05/2017,6.2,3123,2,1,1.0,1324,1970.0,Boroondara,-3.783.012,14.504.751.000.000.000,Southern Metropolitan,6482.0,Boroondara
Heidelberg,3/62 Darebin St,2,t,738000,S,Miles,27/05/2017,8.9,3084,2,1,2.0,154,1985.0,Banyule,-3.775.343,14.506.328,Eastern Metropolitan,2890.0,Banyule
Heidelberg Heights,2/34 Bamfield Rd,3,t,715000,SA,Barry,27/05/2017,8.8,3081,3,2,2.0,192,1970.0,Banyule,-3.774.128,14.505.607,Eastern Metropolitan,2947.0,Banyule
Heidelberg Heights,31 Collins St,3,h,800000,S,Barry,27/05/2017,8.8,3081,3,1,0.0,583,1945.0,Banyule,-3.773.752,14.505.228,Eastern Metropolitan,2947.0,Banyule
Heidelberg Heights,49C Dresden St,2,t,680000,S,Jellis,27/05/2017,8.8,3081,2,1,1.0,129,2013.0,Banyule,-3.774.931,14.505.505,Eastern Metropolitan,2947.0,Banyule
Heidelberg Heights,67 McEwan Rd,3,h,1010000,S,Haughton,27/05/2017,8.8,3081,3,1,2.0,648,1970.0,Banyule,-3.773.658,14.505.341,Eastern Metropolitan,2947.0,Banyule
Heidelberg Heights,1/171 Waiora Rd,3,u,630000,VB,Miles,27/05/2017,8.8,3081,3,1,1.0,277,1970.0,Banyule,-3.773.426,14.505.986,Eastern Metropolitan,2947.0,Banyule
Heidelberg West,312 Liberty Pde,3,h,605000,S,Haughton,27/05/2017,8.8,3081,3,1,2.0,377,1960.0,Banyule,-3.773.712,1.450.369,Eastern Metropolitan,2674.0,Banyule
Heidelberg West,314 Liberty Pde,3,h,580000,S,Haughton,27/05/2017,8.8,3081,3,1,2.0,429,1950.0,Banyule,-3.773.704,14.503.697,Eastern Metropolitan,2674.0,Banyule
Heidelberg West,17/459 Waterdale Rd,2,u,444000,S,Miles,27/05/2017,8.8,3081,2,1,1.0,94,1970.0,Banyule,-3.774.432,14.504.721,Eastern Metropolitan,2674.0,Banyule
Heidelberg West,581 Waterdale Rd,2,h,532000,S,Ray,27/05/2017,8.8,3081,2,2,1.0,220,1970.0,Banyule,-3.773.549.000.000.000,1.450.487,Eastern Metropolitan,2674.0,Banyule
Highett,8 Sydenham St,3,h,1600000,S,hockingstuart,27/05/2017,16.0,3190,3,2,3.0,598,1960.0,Bayside,-3.795.357,14.502.651,Southern Metropolitan,4794.0,Bayside
Hillside,10 Chris Ct,4,h,677000,S,Barry,27/05/2017,18.0,3037,4,2,2.0,661,1999.0,Brimbank,-3.769.655,14.475.538,Western Metropolitan,5556.0,Brimbank
Hillside,10 View Ct,4,h,737500,S,Brad,27/05/2017,18.0,3037,4,2,2.0,704,2004.0,Melton,-3.768.175,14.474.087,Western Metropolitan,5556.0,Melton
Hoppers Crossing,138 Bellbridge Dr,3,h,520000,SP,Barry,27/05/2017,18.4,3029,3,2,2.0,530,1999.0,Wyndham,-3.786.713,14.471.086,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,48 Branton Rd,3,h,553100,S,Triwest,27/05/2017,18.4,3029,3,2,2.0,540,1974.0,Wyndham,-378.765,14.469.638,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,2 Dunk Ct,3,h,418000,S,Ray,27/05/2017,18.4,3029,3,2,1.0,435,1970.0,Wyndham,-3.786.767,14.468.409,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,9 Hawthorn Dr,3,h,505000,S,Sweeney,27/05/2017,18.4,3029,3,1,1.0,663,1995.0,Wyndham,-3.786.658,14.471.221,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,8 Hayden St,3,h,492000,S,YPA,27/05/2017,18.4,3029,3,1,1.0,581,1970.0,Wyndham,-3.787.711,14.468.825,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,10 Kelwin Ct,4,h,680000,VB,hockingstuart,27/05/2017,18.4,3029,4,2,3.0,800,1990.0,Wyndham,-3.787.051,1.447.141,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,7 Lisa Ct,4,h,472000,S,Barry,27/05/2017,18.4,3029,4,2,2.0,546,1970.0,Wyndham,-3.785.146,14.467.109,Western Metropolitan,13830.0,Wyndham
Hoppers Crossing,38 MacEdon St,3,h,442500,S,Greg,27/05/2017,18.4,3029,3,1,2.0,537,1980.0,Wyndham,-3.787.016,14.470.606,Western Metropolitan,13830.0,Wyndham
Hughesdale,1/7 Dalston Rd,3,u,1203500,S,Ray,27/05/2017,12.3,3166,3,2,2.0,311,2000.0,Monash,-3.789.829,14.508.141,Southern Metropolitan,3145.0,Monash
Hughesdale,198 Poath Rd,3,h,1250000,VB,hockingstuart,27/05/2017,12.3,3166,3,1,2.0,603,1970.0,Monash,-3.790.192,1.450.756,Southern Metropolitan,3145.0,Monash
Ivanhoe,128 Green St,3,h,1475000,S,Nelson,27/05/2017,7.8,3079,3,1,2.0,424,1950.0,Banyule,-3.776.353,14.502.941,Eastern Metropolitan,5549.0,Banyule
Ivanhoe East,8 Carmichael St,3,h,1640000,S,Nelson,27/05/2017,7.8,3079,3,1,2.0,617,1930.0,Banyule,-3.777.212,14.505.813,Eastern Metropolitan,1554.0,Banyule
Jacana,7 Bessell Ct,3,h,590500,S,YPA,27/05/2017,14.0,3047,3,1,1.0,708,1960.0,Hume,-3.768.825,14.491.484,Northern Metropolitan,851.0,Hume
Keilor,3 Gerona St,3,h,895000,S,O'Brien,27/05/2017,14.5,3036,3,1,1.0,589,1965.0,Brimbank,-377.143,1.448.315,Western Metropolitan,2339.0,Brimbank
Keilor Downs,43 Tarella Dr,4,h,790000,S,Nelson,27/05/2017,15.5,3038,4,2,3.0,696,1980.0,Brimbank,-3.772.394,1.448.147,Western Metropolitan,3656.0,Brimbank
Keilor East,5 Carey Ct,3,h,825000,S,Barry,27/05/2017,11.7,3033,3,1,0.0,534,1965.0,Moonee Valley,-377.444,14.486.123.999.999.900,Western Metropolitan,5629.0,Moonee Valley
Keilor East,92 Sterling Dr,4,h,698000,S,Nelson,27/05/2017,11.7,3033,4,2,2.0,535,1970.0,Moonee Valley,-3.774.083,14.485.545,Western Metropolitan,5629.0,Moonee Valley
Keilor Park,55 Erebus St,3,h,752500,S,Nelson,27/05/2017,10.4,3042,3,2,1.0,468,1970.0,Brimbank,-3.772.203,14.485.994,Western Metropolitan,1119.0,Brimbank
Kensington,205/72 Altona St,1,u,400000,SP,Edward,27/05/2017,3.4,3031,1,1,1.0,0,2008.0,Melbourne,-3.779.741,14.492.614,Northern Metropolitan,5263.0,Melbourne
Kensington,2 Smith St,1,t,715000,S,Nelson,27/05/2017,3.4,3031,1,1,0.0,91,2006.0,Melbourne,-377.914,14.493.076.000.000.000,Northern Metropolitan,5263.0,Melbourne
Kew,29 Denmark St,3,h,1300000,SP,Biggin,27/05/2017,5.4,3101,3,1,2.0,257,1920.0,Boroondara,-3.781.176,14.502.807,Southern Metropolitan,10331.0,Boroondara
Kew,4/863 Glenferrie Rd,3,u,660000,S,Jellis,27/05/2017,5.4,3101,3,1,1.0,1096,1970.0,Boroondara,-3.781.207,1.450.371,Southern Metropolitan,10331.0,Boroondara
Kew,35 Thornton St,4,h,2255000,PI,Jellis,27/05/2017,5.4,3101,4,3,1.0,638,1970.0,Boroondara,-3.780.719.000.000.000,14.502.248,Southern Metropolitan,10331.0,Boroondara
Kew,1/125 Walpole St,2,t,825000,S,Jellis,27/05/2017,5.4,3101,2,1,3.0,193,1995.0,Boroondara,-3.779.438,14.503.368.999.999.900,Southern Metropolitan,10331.0,Boroondara
Kew,6/62 Walpole St,2,u,682000,S,Nelson,27/05/2017,5.4,3101,2,1,1.0,0,1970.0,Boroondara,-3.780.154,14.503.258,Southern Metropolitan,10331.0,Boroondara
Kew,117A Willsmere Rd,3,h,1110000,PI,Ray,27/05/2017,5.4,3101,3,2,2.0,200,1970.0,Boroondara,-377.948,1.450.364,Southern Metropolitan,10331.0,Boroondara
Kew East,9 Hartwood St,4,h,2255000,S,Jellis,27/05/2017,7.3,3102,4,1,2.0,836,1910.0,Boroondara,-3.779.702,14.505.352,Southern Metropolitan,2671.0,Boroondara
Kew East,84 Westbrook St,3,h,1650000,VB,Noel,27/05/2017,7.3,3102,3,3,1.0,204,1970.0,Boroondara,-377.927,14.505.348.999.999.900,Southern Metropolitan,2671.0,Boroondara
Keysborough,19 The Strand,4,h,1250000,S,Buxton,27/05/2017,23.4,3173,4,2,2.0,560,2005.0,Greater Dandenong,-3.800.512,14.514.935,South-Eastern Metropolitan,8459.0,Greater Dandenong
Knoxfield,8 Markhill Pl,4,h,1218000,S,Ray,27/05/2017,23.3,3180,4,2,2.0,900,1994.0,Knox,-3.787.695,1.452.547,Eastern Metropolitan,2949.0,Knox
Knoxfield,8 Mistletoe Cl,4,h,1010000,S,Noel,27/05/2017,23.3,3180,4,2,2.0,620,1970.0,Knox,-3.788.308,14.524.953,Eastern Metropolitan,2949.0,Knox
Lalor,3/103 Cyprus St,2,u,383000,S,Harcourts,27/05/2017,16.3,3075,2,1,2.0,138,1970.0,Whittlesea,-3.767.527.000.000.000,14.502.775,Northern Metropolitan,8279.0,Whittlesea
Lalor,1 Kent Rd,3,h,600000,S,Ray,27/05/2017,16.3,3075,3,2,2.0,534,1980.0,Whittlesea,-3.767.323,14.503.976,Northern Metropolitan,8279.0,Whittlesea
Lalor,61 McKimmies Rd,3,h,487000,S,Love,27/05/2017,16.3,3075,3,1,1.0,533,1970.0,Whittlesea,-3.767.605,14.503.956.000.000.000,Northern Metropolitan,8279.0,Whittlesea
Lalor,13 Rosemary Dr,3,h,572000,S,Love,27/05/2017,16.3,3075,3,1,2.0,640,1975.0,Whittlesea,-376.591,14.500.548.999.999.900,Northern Metropolitan,8279.0,Whittlesea
Lower Plenty,4/38 Alma St,2,u,650000,PI,Morrison,27/05/2017,14.6,3093,2,2,2.0,248,1995.0,Banyule,-3.772.473,14.511.657,Eastern Metropolitan,1624.0,Banyule
Maidstone,1 Gilda St,3,h,793000,S,hockingstuart,27/05/2017,6.4,3012,3,1,2.0,417,1970.0,Maribyrnong,-3.778.867,14.487.397,Western Metropolitan,3873.0,Maribyrnong
Malvern,10 Horace St,4,h,2255000,PI,Marshall,27/05/2017,5.9,3144,4,2,2.0,510,1970.0,Stonnington,-37.863,14.503.946.000.000.000,Southern Metropolitan,4675.0,Stonnington
Malvern,13 Nicholls St,3,h,1700000,PI,Jellis,27/05/2017,5.9,3144,3,2,0.0,312,1920.0,Stonnington,-3.786.162,14.503.065,Southern Metropolitan,4675.0,Stonnington
Malvern East,3/1 Grant St,3,t,1060000,S,Jellis,27/05/2017,8.4,3145,3,1,1.0,206,1980.0,Stonnington,-3.787.107,14.504.991,Southern Metropolitan,8801.0,Stonnington
Malvern East,76 Manning Rd,4,h,2255000,S,Marshall,27/05/2017,8.4,3145,4,2,0.0,589,1970.0,Stonnington,-3.787.391,14.505.562,Southern Metropolitan,8801.0,Stonnington
Maribyrnong,21/9 Fabian Ct,2,u,530000,S,hockingstuart,27/05/2017,4.3,3032,2,1,1.0,81,1980.0,Maribyrnong,-3.777.323,14.489.268,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,107 Gatehouse Pl,2,u,450000,SP,Raine,27/05/2017,4.3,3032,2,1,1.0,0,1940.0,Maribyrnong,-3.777.296,14.488.057,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,18/4 Wests Rd,2,u,353000,S,Biggin,27/05/2017,4.3,3032,2,1,1.0,1334,2000.0,Maribyrnong,-3.777.367,14.488.161.000.000.000,Western Metropolitan,4918.0,Maribyrnong
McKinnon,77 Nicholson St,2,h,1250000,SP,McGrath,27/05/2017,11.4,3204,2,1,2.0,368,1920.0,Glen Eira,-3.791.304,1.450.373,Southern Metropolitan,2397.0,Glen Eira
Melbourne,1814/250 Elizabeth St,2,u,720000,S,Harcourts,27/05/2017,0.0,3000,2,1,1.0,0,1976.0,Melbourne,-3.781.267,14.496.273,Northern Metropolitan,17496.0,Melbourne
Melton South,3 Francis St,4,h,347500,S,hockingstuart,27/05/2017,23.4,3338,4,2,1.0,587,1990.0,Melton,-3.769.392,14.457.468,Western Victoria,4718.0,Melton
Melton West,3 Becker Cl,3,h,410000,S,Reliance,27/05/2017,23.4,3337,3,2,2.0,740,1985.0,Melton,-3.768.052,14.455.106,Northern Victoria,6065.0,Melton
Mentone,5A Elizabeth St,3,t,1010000,S,Buxton,27/05/2017,20.0,3194,3,1,2.0,309,1970.0,Kingston,-3.798.009,14.506.118,South-Eastern Metropolitan,6162.0,Kingston
Middle Park,89 Armstrong St,3,h,2255000,PI,Greg,27/05/2017,3.0,3206,3,2,1.0,411,1970.0,Port Phillip,-3.785.327,14.496.223,Southern Metropolitan,2019.0,Port Phillip
Middle Park,150 Page St,3,h,1750000,VB,Greg,27/05/2017,3.0,3206,3,2,0.0,138,1885.0,Port Phillip,-3.784.962,14.495.856,Southern Metropolitan,2019.0,Port Phillip
Mill Park,3/84 Mill Park Dr,2,t,480750,S,Ray,27/05/2017,17.9,3082,2,1,1.0,114,1970.0,Whittlesea,-3.767.761,14.506.132,Northern Metropolitan,10529.0,Whittlesea
Mitcham,5a Compton St,2,u,695000,S,Barry,27/05/2017,17.2,3132,2,1,1.0,300,2011.0,Whitehorse,-3.780.574,14.518.832,Eastern Metropolitan,6871.0,Whitehorse
Mitcham,1/39 Harrison St,3,u,775000,SP,Jellis,27/05/2017,17.2,3132,3,1,2.0,208,1975.0,Whitehorse,-378.135,14.519.972,Eastern Metropolitan,6871.0,Whitehorse
